Survey_ID,Survey_Date,Company,Industry,Company_Size_Employees,Respondent_Role,Primary_Product,Primary_Use_Case,Months_Deployed,Licenses_Assigned,NPS_Score,NPS_Category,Verbatim_Comment,Would_Expand,ROI_Realized,Adoption_Rate_Pct
NPS-5249,2024-11-05,Fortress Consulting,Professional Services,670,Manager,Copilot Studio,Code Generation,17,108,6,Detractor,The data residency documentation is insufficient for our regulatory requirements. Legal has blocked broader rollout.,Maybe,None,27
NPS-5250,2024-12-02,Fortress Consulting,Professional Services,670,Individual Contributor,Teams Premium,Code Generation,8,114,3,Detractor,Too many limitations on what Copilot can access within our information-barrier architecture.,No,None,41
NPS-5251,2024-10-19,Fortress Consulting,Professional Services,670,IT Admin,Copilot for Sales,Document Analysis,17,26,10,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Moderate,50
NPS-5252,2024-08-08,Fortress Consulting,Professional Services,670,Manager,Copilot for Finance,Research & Synthesis,17,107,8,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Yes,Moderate,85
NPS-5253,2024-08-01,Fortress Consulting,Professional Services,670,Manager,Copilot Studio,Document Analysis,18,78,10,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Significant,84
NPS-5254,2024-10-17,Fortress Consulting,Professional Services,670,Director,Copilot for Sales,Email Drafting,8,91,10,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Too Early,45
NPS-5255,2024-07-17,Fortress Consulting,Professional Services,670,Power User,Copilot Studio,Email Drafting,6,77,10,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Minimal,71
NPS-5256,2024-12-25,Fortress Consulting,Professional Services,670,Executive/C-Suite,Copilot Studio,Presentation Creation,3,54,8,Passive,Promising technology. Waiting for the product to mature before expanding our license footprint.,Yes,Too Early,65
NPS-5257,2024-11-07,Fortress Consulting,Professional Services,670,Power User,Copilot for Sales,Code Generation,3,97,4,Detractor,Onboarding support was inadequate for our scale. We needed a dedicated implementation resource from day one.,No,Minimal,54
NPS-5258,2024-07-18,Fortress Consulting,Professional Services,670,IT Admin,Copilot for Sales,Email Drafting,15,10,3,Detractor,Performance during peak hours is unacceptable for our trading floor use case. Latency is a deal breaker.,No,Too Early,42
NPS-5259,2024-10-28,Fortress Consulting,Professional Services,670,Director,M365 Copilot,Presentation Creation,18,130,8,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Yes,Significant,46
NPS-5260,2024-08-04,Fortress Consulting,Professional Services,670,Individual Contributor,Copilot for Sales,Data Analysis,13,51,7,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Maybe,Significant,77
NPS-5261,2024-10-06,Fortress Consulting,Professional Services,670,Power User,Copilot Studio,Code Generation,11,80,7,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Maybe,Too Early,78
NPS-5262,2024-09-17,Fortress Consulting,Professional Services,670,Director,Teams Premium,Presentation Creation,18,125,10,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Significant,91
NPS-5263,2024-12-16,Fortress Consulting,Professional Services,670,Individual Contributor,Teams Premium,Workflow Automation,4,15,8,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Yes,Moderate,88
NPS-5264,2024-09-08,Fortress Consulting,Professional Services,670,Power User,Copilot for Finance,Code Generation,6,120,3,Detractor,Performance during peak hours is unacceptable for our trading floor use case. Latency is a deal breaker.,No,Minimal,25
NPS-5265,2024-09-12,Fortress Consulting,Professional Services,670,Manager,Teams Premium,Presentation Creation,12,90,8,Passive,Works well for individual productivity but cross-team collaboration features could be stronger.,Yes,Moderate,75
NPS-5266,2024-10-13,Fortress Consulting,Professional Services,670,IT Admin,Copilot for Sales,Code Generation,18,115,1,Detractor,Onboarding support was inadequate for our scale. We needed a dedicated implementation resource from day one.,No,Too Early,36
NPS-5267,2024-09-02,Fortress Consulting,Professional Services,670,Power User,Teams Premium,Email Drafting,11,85,9,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Too Early,83
NPS-5268,2024-10-09,Fortress Consulting,Professional Services,670,Individual Contributor,Copilot for Sales,Presentation Creation,12,84,8,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Yes,Moderate,87
NPS-5269,2024-07-19,Fortress Consulting,Professional Services,670,Manager,M365 Copilot,Meeting Summaries,10,109,5,Detractor,The data residency documentation is insufficient for our regulatory requirements. Legal has blocked broader rollout.,No,None,41
NPS-5270,2024-10-16,Fortress Consulting,Professional Services,670,Individual Contributor,Copilot for Finance,Research & Synthesis,7,74,8,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Yes,Moderate,54
NPS-5271,2024-11-07,Fortress Consulting,Professional Services,670,Power User,M365 Copilot,Research & Synthesis,6,127,6,Detractor,Performance during peak hours is unacceptable for our trading floor use case. Latency is a deal breaker.,Maybe,Too Early,49
NPS-5272,2024-07-01,Fortress Consulting,Professional Services,670,IT Admin,Copilot Studio,Code Generation,4,121,9,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Minimal,81
NPS-5273,2024-11-08,Fortress Consulting,Professional Services,670,Power User,Copilot Studio,Data Analysis,16,36,10,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Minimal,72
NPS-5274,2024-08-20,Fortress Consulting,Professional Services,670,Manager,M365 Copilot,Email Drafting,16,120,10,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Too Early,91
NPS-5275,2024-12-09,Fortress Consulting,Professional Services,670,Manager,Copilot for Sales,Email Drafting,5,33,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Moderate,95
NPS-5276,2024-12-04,Fortress Consulting,Professional Services,670,Individual Contributor,Copilot for Finance,Workflow Automation,16,88,9,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Moderate,78
NPS-5277,2024-10-28,Fortress Consulting,Professional Services,670,IT Admin,Copilot Studio,Workflow Automation,3,69,7,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Maybe,Too Early,48
NPS-5278,2024-12-08,Fortress Consulting,Professional Services,670,Director,Copilot for Sales,Meeting Summaries,17,84,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Minimal,94
NPS-5279,2024-07-08,Fortress Consulting,Professional Services,670,Power User,Copilot for Finance,Code Generation,8,23,7,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Maybe,Significant,66
NPS-5280,2024-11-17,Fortress Consulting,Professional Services,670,IT Admin,Copilot for Finance,Document Analysis,6,19,8,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Yes,Moderate,79
NPS-5281,2024-07-13,Fortress Consulting,Professional Services,670,Manager,Copilot for Sales,Document Analysis,11,72,6,Detractor,Too many limitations on what Copilot can access within our information-barrier architecture.,Maybe,Too Early,31
NPS-5282,2024-09-01,Fortress Consulting,Professional Services,670,Executive/C-Suite,Copilot Studio,Document Analysis,12,12,8,Passive,Promising technology. Waiting for the product to mature before expanding our license footprint.,Yes,Too Early,51
NPS-5283,2024-08-25,Fortress Consulting,Professional Services,670,Manager,Copilot for Sales,Document Analysis,3,59,8,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Yes,Significant,94
NPS-5284,2024-07-10,Fortress Consulting,Professional Services,670,Power User,Copilot Studio,Meeting Summaries,13,34,10,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Minimal,52
NPS-5285,2024-08-28,Fortress Consulting,Professional Services,670,Manager,Teams Premium,Email Drafting,13,114,9,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Moderate,89
NPS-5286,2024-09-19,Fortress Consulting,Professional Services,670,IT Admin,Copilot Studio,Workflow Automation,9,86,8,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Yes,Moderate,82
NPS-5287,2024-12-03,Summit Healthcare Systems,Healthcare,5200,Individual Contributor,Copilot for Finance,Code Generation,9,408,9,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Minimal,67
NPS-5288,2024-07-11,Summit Healthcare Systems,Healthcare,5200,IT Admin,M365 Copilot,Meeting Summaries,8,311,3,Detractor,The change management burden was significantly underestimated. We need more structured adoption support.,No,Minimal,16
NPS-5289,2024-11-28,Summit Healthcare Systems,Healthcare,5200,Manager,M365 Copilot,Research & Synthesis,3,192,10,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Minimal,71
NPS-5290,2024-07-20,Summit Healthcare Systems,Healthcare,5200,Power User,Copilot for Finance,Presentation Creation,17,67,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Significant,47
NPS-5291,2024-07-03,Summit Healthcare Systems,Healthcare,5200,Individual Contributor,Copilot for Finance,Document Analysis,14,361,8,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Yes,Moderate,90
NPS-5292,2024-09-15,Summit Healthcare Systems,Healthcare,5200,Director,Teams Premium,Meeting Summaries,14,235,9,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Moderate,64
NPS-5293,2024-12-13,Summit Healthcare Systems,Healthcare,5200,IT Admin,Copilot for Finance,Code Generation,10,282,8,Passive,Promising technology. Waiting for the product to mature before expanding our license footprint.,Yes,Moderate,78
NPS-5294,2024-09-28,Summit Healthcare Systems,Healthcare,5200,Individual Contributor,M365 Copilot,Document Analysis,14,37,9,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Moderate,95
NPS-5295,2024-07-07,Summit Healthcare Systems,Healthcare,5200,Power User,Copilot for Sales,Workflow Automation,16,377,7,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Maybe,Too Early,47
NPS-5296,2024-12-14,Summit Healthcare Systems,Healthcare,5200,Executive/C-Suite,M365 Copilot,Data Analysis,15,275,9,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Too Early,66
NPS-5297,2024-10-01,Summit Healthcare Systems,Healthcare,5200,Power User,Copilot for Sales,Workflow Automation,17,391,1,Detractor,Response quality is inconsistent for compliance-sensitive tasks. We need audit trails before we can fully deploy.,No,Too Early,23
NPS-5298,2024-08-13,Summit Healthcare Systems,Healthcare,5200,IT Admin,Copilot for Sales,Meeting Summaries,10,38,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Too Early,58
NPS-5299,2024-08-04,Summit Healthcare Systems,Healthcare,5200,Director,Copilot Studio,Code Generation,12,389,10,Promoter,Copilot has fundamentally changed how our Finance team prepares board materials. What took 3 days now takes 4 hours.,Yes,Significant,53
NPS-5300,2024-07-14,Summit Healthcare Systems,Healthcare,5200,Individual Contributor,Copilot for Sales,Code Generation,11,343,9,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Significant,52
NPS-5301,2024-08-08,Summit Healthcare Systems,Healthcare,5200,Executive/C-Suite,Teams Premium,Meeting Summaries,15,270,9,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Significant,64
NPS-5302,2024-07-09,Summit Healthcare Systems,Healthcare,5200,Executive/C-Suite,Copilot for Finance,Workflow Automation,6,302,9,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Moderate,61
NPS-5303,2024-09-14,Summit Healthcare Systems,Healthcare,5200,Manager,Copilot Studio,Email Drafting,3,177,9,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Significant,68
NPS-5304,2024-11-26,Summit Healthcare Systems,Healthcare,5200,Executive/C-Suite,Copilot for Finance,Workflow Automation,12,407,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Minimal,52
NPS-5305,2024-07-04,Summit Healthcare Systems,Healthcare,5200,Director,Copilot Studio,Code Generation,14,265,9,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Too Early,83
NPS-5306,2024-11-04,Summit Healthcare Systems,Healthcare,5200,Director,Teams Premium,Workflow Automation,14,431,9,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Moderate,77
NPS-5307,2024-11-02,Summit Healthcare Systems,Healthcare,5200,Director,M365 Copilot,Code Generation,18,199,8,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Yes,Too Early,91
NPS-5308,2024-08-05,Summit Healthcare Systems,Healthcare,5200,Director,Copilot for Finance,Document Analysis,9,321,8,Passive,Promising technology. Waiting for the product to mature before expanding our license footprint.,Yes,Too Early,48
NPS-5309,2024-10-21,Summit Healthcare Systems,Healthcare,5200,IT Admin,Copilot for Sales,Data Analysis,5,120,8,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Yes,Significant,82
NPS-5310,2024-07-24,Summit Healthcare Systems,Healthcare,5200,IT Admin,Teams Premium,Presentation Creation,10,95,8,Passive,Promising technology. Waiting for the product to mature before expanding our license footprint.,Yes,Minimal,53
NPS-5311,2024-10-28,Summit Healthcare Systems,Healthcare,5200,Manager,Copilot for Sales,Code Generation,11,453,10,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Minimal,91
NPS-5312,2024-07-07,Summit Healthcare Systems,Healthcare,5200,IT Admin,Teams Premium,Research & Synthesis,5,316,8,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Yes,Significant,92
NPS-5313,2024-09-09,Summit Healthcare Systems,Healthcare,5200,Individual Contributor,M365 Copilot,Presentation Creation,14,466,9,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Too Early,51
NPS-5314,2024-11-19,Summit Healthcare Systems,Healthcare,5200,Manager,M365 Copilot,Data Analysis,11,145,5,Detractor,The data residency documentation is insufficient for our regulatory requirements. Legal has blocked broader rollout.,No,None,51
NPS-5315,2024-11-12,Summit Healthcare Systems,Healthcare,5200,Individual Contributor,Teams Premium,Code Generation,13,186,9,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Too Early,90
NPS-5316,2024-07-09,Summit Healthcare Systems,Healthcare,5200,Director,Copilot for Sales,Research & Synthesis,12,145,7,Passive,Promising technology. Waiting for the product to mature before expanding our license footprint.,Maybe,Too Early,59
NPS-5317,2024-09-10,Summit Healthcare Systems,Healthcare,5200,Individual Contributor,M365 Copilot,Workflow Automation,9,227,10,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Moderate,75
NPS-5318,2024-10-12,Summit Healthcare Systems,Healthcare,5200,Executive/C-Suite,Copilot Studio,Data Analysis,3,273,7,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Maybe,Significant,78
NPS-5319,2024-08-22,Summit Healthcare Systems,Healthcare,5200,Individual Contributor,Copilot Studio,Document Analysis,15,82,8,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Yes,Too Early,55
NPS-5320,2024-07-26,Summit Healthcare Systems,Healthcare,5200,Power User,M365 Copilot,Meeting Summaries,6,67,8,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Yes,Minimal,73
NPS-5321,2024-10-20,Summit Healthcare Systems,Healthcare,5200,IT Admin,Copilot Studio,Workflow Automation,9,334,8,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Yes,Too Early,52
NPS-5322,2024-10-06,Summit Healthcare Systems,Healthcare,5200,Individual Contributor,M365 Copilot,Email Drafting,17,326,8,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Yes,Too Early,45
NPS-5323,2024-08-24,Summit Healthcare Systems,Healthcare,5200,Individual Contributor,Copilot for Sales,Meeting Summaries,14,129,7,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Maybe,Too Early,59
NPS-5324,2024-11-25,Summit Healthcare Systems,Healthcare,5200,IT Admin,Copilot Studio,Meeting Summaries,6,470,8,Passive,Promising technology. Waiting for the product to mature before expanding our license footprint.,Yes,Moderate,59
NPS-5325,2024-09-27,Summit Healthcare Systems,Healthcare,5200,IT Admin,Copilot for Sales,Code Generation,11,101,10,Promoter,Meeting summaries alone have saved our executive team 6+ hours per week. The action item tracking is exceptional.,Yes,Moderate,92
NPS-5326,2024-12-24,Summit Healthcare Systems,Healthcare,5200,Power User,M365 Copilot,Document Analysis,13,224,9,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Minimal,62
NPS-5327,2024-12-03,Summit Healthcare Systems,Healthcare,5200,Executive/C-Suite,Copilot Studio,Email Drafting,15,281,9,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Significant,58
NPS-5328,2024-09-26,Summit Healthcare Systems,Healthcare,5200,Power User,Copilot Studio,Data Analysis,10,256,9,Promoter,Meeting summaries alone have saved our executive team 6+ hours per week. The action item tracking is exceptional.,Yes,Significant,77
NPS-5329,2024-10-27,Summit Healthcare Systems,Healthcare,5200,Manager,Copilot for Sales,Presentation Creation,16,372,7,Passive,Promising technology. Waiting for the product to mature before expanding our license footprint.,Maybe,Moderate,65
NPS-5330,2024-09-27,Summit Healthcare Systems,Healthcare,5200,Director,Teams Premium,Meeting Summaries,4,267,9,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Moderate,76
NPS-5331,2024-11-12,Summit Healthcare Systems,Healthcare,5200,Power User,Copilot for Finance,Presentation Creation,10,461,8,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Yes,Significant,85
NPS-5332,2024-10-22,Summit Healthcare Systems,Healthcare,5200,IT Admin,Teams Premium,Workflow Automation,7,355,8,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Yes,Moderate,80
NPS-5333,2024-11-18,Summit Healthcare Systems,Healthcare,5200,Manager,Copilot for Finance,Document Analysis,10,310,3,Detractor,Response quality is inconsistent for compliance-sensitive tasks. We need audit trails before we can fully deploy.,No,None,31
NPS-5334,2024-12-24,Summit Healthcare Systems,Healthcare,5200,Manager,Teams Premium,Email Drafting,17,350,8,Passive,Helpful for some use cases but the learning curve for non-technical staff is steeper than we expected.,Yes,Moderate,67
NPS-5335,2024-12-19,Summit Healthcare Systems,Healthcare,5200,Executive/C-Suite,Teams Premium,Research & Synthesis,7,346,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Moderate,66
NPS-5336,2024-11-26,Summit Healthcare Systems,Healthcare,5200,Manager,Copilot for Sales,Data Analysis,18,141,10,Promoter,Meeting summaries alone have saved our executive team 6+ hours per week. The action item tracking is exceptional.,Yes,Minimal,90
NPS-5337,2024-07-22,Summit Healthcare Systems,Healthcare,5200,Manager,Copilot Studio,Document Analysis,3,23,10,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Too Early,95
NPS-5338,2024-08-21,Summit Healthcare Systems,Healthcare,5200,Power User,Copilot for Sales,Meeting Summaries,12,98,10,Promoter,Integration with our existing M365 environment was seamless. Adoption was faster than any technology we've rolled out in 5 years.,Yes,Too Early,55
NPS-5339,2024-10-24,Summit Healthcare Systems,Healthcare,5200,Individual Contributor,M365 Copilot,Code Generation,14,210,8,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Yes,Significant,57
NPS-5340,2024-09-13,Summit Healthcare Systems,Healthcare,5200,Executive/C-Suite,Copilot for Sales,Workflow Automation,6,482,9,Promoter,Copilot has fundamentally changed how our Finance team prepares board materials. What took 3 days now takes 4 hours.,Yes,Significant,60
NPS-5341,2024-07-03,Summit Healthcare Systems,Healthcare,5200,Director,Teams Premium,Meeting Summaries,6,399,10,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Significant,77
NPS-5342,2024-12-23,Summit Healthcare Systems,Healthcare,5200,Power User,M365 Copilot,Data Analysis,14,482,8,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Yes,Minimal,49
NPS-5343,2024-10-25,Summit Healthcare Systems,Healthcare,5200,Manager,Teams Premium,Code Generation,10,185,8,Passive,Works well for individual productivity but cross-team collaboration features could be stronger.,Yes,Too Early,47
NPS-5344,2024-11-13,Summit Healthcare Systems,Healthcare,5200,Executive/C-Suite,Teams Premium,Document Analysis,14,279,6,Detractor,Too many limitations on what Copilot can access within our information-barrier architecture.,Maybe,Too Early,29
NPS-5345,2024-10-27,Summit Healthcare Systems,Healthcare,5200,Power User,Copilot for Finance,Code Generation,4,480,7,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Maybe,Minimal,54
NPS-5346,2024-09-09,Summit Healthcare Systems,Healthcare,5200,Executive/C-Suite,Copilot for Sales,Workflow Automation,17,105,9,Promoter,Copilot has fundamentally changed how our Finance team prepares board materials. What took 3 days now takes 4 hours.,Yes,Too Early,93
NPS-5347,2024-11-19,Summit Healthcare Systems,Healthcare,5200,Power User,Copilot Studio,Email Drafting,3,439,9,Promoter,Document summarization is exceptional for our M&A due diligence workflows. Game changer for deal speed.,Yes,Minimal,68
NPS-5348,2024-10-10,Summit Healthcare Systems,Healthcare,5200,Individual Contributor,M365 Copilot,Email Drafting,18,347,4,Detractor,The change management burden was significantly underestimated. We need more structured adoption support.,No,None,28
NPS-5349,2024-07-02,Summit Healthcare Systems,Healthcare,5200,Individual Contributor,M365 Copilot,Document Analysis,12,367,8,Passive,The output quality is strong but we need better governance tools for enterprise-wide prompt management.,Yes,Moderate,60
NPS-5350,2024-09-09,Summit Healthcare Systems,Healthcare,5200,Power User,Copilot for Finance,Workflow Automation,5,13,9,Promoter,Integration with our existing M365 environment was seamless. Adoption was faster than any technology we've rolled out in 5 years.,Yes,Significant,92
NPS-5351,2024-11-26,Summit Healthcare Systems,Healthcare,5200,Executive/C-Suite,Teams Premium,Document Analysis,13,198,8,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Yes,Minimal,74
NPS-5352,2024-11-01,Summit Healthcare Systems,Healthcare,5200,Director,Copilot Studio,Workflow Automation,8,89,5,Detractor,Too many limitations on what Copilot can access within our information-barrier architecture.,No,None,35
NPS-5353,2024-10-05,Summit Healthcare Systems,Healthcare,5200,Executive/C-Suite,Copilot for Finance,Presentation Creation,10,151,10,Promoter,Customer-facing teams have seen measurable improvement in proposal quality and turnaround time. Win rate is up 8%.,Yes,Moderate,45
NPS-5354,2024-10-03,Summit Healthcare Systems,Healthcare,5200,Executive/C-Suite,Teams Premium,Document Analysis,10,457,8,Passive,We see value in document analysis and email drafting. Not yet convinced on the more complex reasoning tasks.,Yes,Moderate,58
NPS-5355,2024-11-21,Summit Healthcare Systems,Healthcare,5200,Power User,M365 Copilot,Document Analysis,7,115,10,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Too Early,53
NPS-5356,2024-11-17,Summit Healthcare Systems,Healthcare,5200,Manager,Copilot Studio,Data Analysis,6,312,10,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Minimal,87
NPS-5357,2024-12-03,Cascade Technology Partners,Technology,890,Manager,Copilot Studio,Data Analysis,14,55,10,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Moderate,80
NPS-5358,2024-08-13,Cascade Technology Partners,Technology,890,Power User,Copilot for Sales,Code Generation,15,137,9,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Minimal,88
NPS-5359,2024-10-05,Cascade Technology Partners,Technology,890,Individual Contributor,Copilot for Finance,Document Analysis,10,18,9,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Moderate,62
NPS-5360,2024-07-16,Cascade Technology Partners,Technology,890,Director,Copilot for Finance,Meeting Summaries,11,83,9,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Moderate,75
NPS-5361,2024-08-17,Cascade Technology Partners,Technology,890,Power User,Copilot for Finance,Workflow Automation,9,85,10,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Too Early,59
NPS-5362,2024-09-14,Cascade Technology Partners,Technology,890,IT Admin,Copilot for Finance,Workflow Automation,14,93,9,Promoter,Our legal team uses Copilot to review contracts in a fraction of the time. Risk flagging is remarkably accurate.,Yes,Moderate,61
NPS-5363,2024-09-14,Cascade Technology Partners,Technology,890,IT Admin,Copilot for Finance,Document Analysis,6,32,8,Passive,Promising technology. Waiting for the product to mature before expanding our license footprint.,Yes,Too Early,74
NPS-5364,2024-10-28,Cascade Technology Partners,Technology,890,Executive/C-Suite,Copilot for Finance,Data Analysis,9,12,2,Detractor,The change management burden was significantly underestimated. We need more structured adoption support.,No,Too Early,38
NPS-5365,2024-07-07,Cascade Technology Partners,Technology,890,Individual Contributor,Teams Premium,Data Analysis,4,100,9,Promoter,Integration with our existing M365 environment was seamless. Adoption was faster than any technology we've rolled out in 5 years.,Yes,Too Early,65
NPS-5366,2024-09-11,Cascade Technology Partners,Technology,890,Power User,M365 Copilot,Presentation Creation,8,87,3,Detractor,The change management burden was significantly underestimated. We need more structured adoption support.,No,None,38
NPS-5367,2024-09-13,Cascade Technology Partners,Technology,890,IT Admin,Copilot for Sales,Email Drafting,13,161,10,Promoter,The ROI is undeniable. Our analysts are spending 40% less time on data prep and more time on actual analysis.,Yes,Too Early,54
NPS-5368,2024-11-15,Cascade Technology Partners,Technology,890,Individual Contributor,Teams Premium,Meeting Summaries,11,87,10,Promoter,Copilot for Finance has transformed our monthly close process. Variance analysis that took 2 days now takes 2 hours.,Yes,Minimal,76
NPS-5369,2024-10-08,Cascade Technology Partners,Technology,890,Manager,Copilot for Finance,Presentation Creation,10,43,10,Promoter,The prompt library we built internally has become a competitive advantage. Copilot is now core to our operating model.,Yes,Moderate,74
NPS-5370,2024-09-06,Cascade Technology Partners,Technology,890,Individual Contributor,Copilot for Sales,Document Analysis,12,113,7,Passive,Works well for individual productivity but cross-team collaboration features could be stronger.,Maybe,Significant,51
NPS-5371,2024-11-05,Cascade Technology Partners,Technology,890,Manager,M365 Copilot,Code Generation,17,33,5,Detractor,Performance during peak hours is unacceptable for our trading floor use case. Latency is a deal breaker.,No,Minimal,15
NPS-5372,2024-09-27,Cascade Technology Partners,Technology,890,Executive/C-Suite,Teams Premium,Data Analysis,15,26,8,Passive,Copilot is useful but adoption has been uneven across departments. Power users love it; casual users rarely engage.,Yes,Too Early,79
NPS-5373,2024-07-10,Cascade Technology Partners,Technology,890,Manager,M365 Copilot,Data Analysis,3,54,7,Passive,Good product. We'd like to see better integration with our non-Microsoft systems like Salesforce and Workday.,Maybe,Moderate,61
