Company_Name,Industry,Company_Size,LinkedIn_URL,Website_URL,HQ_City,HQ_State,Annual_Revenue_Est,Tech_Stack,Current_AI_Tools,Recent_Signal,Copilot_Licenses_Est,Last_Enriched
Cornerstone Services,Healthcare,51-200,https://linkedin.com/company/cornerstone-services,https://www.cornerstoneservices.com,New York,NC,$10M-$50M,Microsoft 365 + Salesforce,ChatGPT,Leadership Change,50-200,2024-10-16
Horizon LLC,Energy,1001-5000,https://linkedin.com/company/horizon-llc,https://www.horizonllc.com,San Francisco,CA,$1B+,Mixed/Legacy,Microsoft Copilot,M&A Activity,0,2024-10-24
Pacific Global,Manufacturing,10000+,https://linkedin.com/company/pacific-global,https://www.pacificglobal.com,San Francisco,NY,$100M-$500M,Mixed/Legacy,Custom LLM,Series C Funding,50-200,2024-11-09
Granite Global,Logistics,51-200,https://linkedin.com/company/granite-global,https://www.graniteglobal.com,Dallas,TX,$500M-$1B,Microsoft 365 + Salesforce,None Known,Series C Funding,0,2024-12-25
Summit LLC,Energy,5001-10000,https://linkedin.com/company/summit-llc,https://www.summitllc.com,Dallas,MA,$50M-$100M,Mixed/Legacy,Custom LLM,New Product Launch,50-200,2024-11-12
Cascade Ventures,Legal,201-500,https://linkedin.com/company/cascade-ventures,https://www.cascadeventures.com,Denver,NC,$10M-$50M,Mixed/Legacy,ChatGPT,Series C Funding,0,2024-10-17
Granite Management,Manufacturing,201-500,https://linkedin.com/company/granite-management,https://www.granitemanagement.com,Charlotte,IL,$10M-$50M,Mixed/Legacy,Custom LLM,Digital Transformation Initiative,<50,2024-12-16
Meridian Enterprises,Healthcare,201-500,https://linkedin.com/company/meridian-enterprises,https://www.meridianenterprises.com,Denver,IL,$1B+,Microsoft 365 + Salesforce,Custom LLM,IPO Filing,50-200,2024-10-10
Ridgeline Network,Real Estate,501-1000,https://linkedin.com/company/ridgeline-network,https://www.ridgelinenetwork.com,San Francisco,MA,$1B+,Mixed/Legacy,Custom LLM,M&A Activity,200-500,2024-11-06
Vantage Partners,Consulting,501-1000,https://linkedin.com/company/vantage-partners,https://www.vantagepartners.com,Seattle,WA,$1B+,Microsoft 365 + Salesforce,Custom LLM,M&A Activity,0,2024-11-08
Ridgeline Partners,Technology,1001-5000,https://linkedin.com/company/ridgeline-partners,https://www.ridgelinepartners.com,San Francisco,TX,$10M-$50M,Google Workspace,Multiple AI Tools,M&A Activity,0,2024-10-10
Luminary Group,Healthcare,1001-5000,https://linkedin.com/company/luminary-group,https://www.luminarygroup.com,Chicago,CA,$10M-$50M,Microsoft 365,Custom LLM,Digital Transformation Initiative,0,2024-12-27
Luminary Solutions,Retail,51-200,https://linkedin.com/company/luminary-solutions,https://www.luminarysolutions.com,Denver,CA,$10M-$50M,Google Workspace,ChatGPT,Series C Funding,<50,2024-12-12
Vantage Network,Consulting,201-500,https://linkedin.com/company/vantage-network,https://www.vantagenetwork.com,Atlanta,MA,$500M-$1B,Google Workspace,ChatGPT,Expansion Announcement,50-200,2024-10-07
Harbor Enterprises,Energy,201-500,https://linkedin.com/company/harbor-enterprises,https://www.harborenterprises.com,Atlanta,MA,$1B+,Google Workspace,None Known,Digital Transformation Initiative,0,2024-10-25
Orion Corp,Financial Services,201-500,https://linkedin.com/company/orion-corp,https://www.orioncorp.com,Los Angeles,NC,$500M-$1B,Google Workspace,Multiple AI Tools,None Detected,200-500,2024-12-10
Bluestone Ventures,Logistics,501-1000,https://linkedin.com/company/bluestone-ventures,https://www.bluestoneventures.com,Chicago,TX,$1B+,Microsoft 365 + SAP,Microsoft Copilot,Series C Funding,200-500,2024-11-03
Cornerstone International,Technology,501-1000,https://linkedin.com/company/cornerstone-international,https://www.cornerstoneinternati.com,Denver,NY,$10M-$50M,Microsoft 365,None Known,New Product Launch,50-200,2024-10-09
Vantage Associates,Energy,10000+,https://linkedin.com/company/vantage-associates,https://www.vantageassociates.com,Denver,MA,$100M-$500M,Microsoft 365,Microsoft Copilot,New Product Launch,0,2024-12-11
Nexus LLC,Logistics,5001-10000,https://linkedin.com/company/nexus-llc,https://www.nexusllc.com,Chicago,MA,$500M-$1B,Google Workspace,Multiple AI Tools,Expansion Announcement,0,2024-10-16
Harbor Systems,Real Estate,51-200,https://linkedin.com/company/harbor-systems,https://www.harborsystems.com,Atlanta,TX,$100M-$500M,Mixed/Legacy,ChatGPT,Digital Transformation Initiative,500+,2024-10-22
Keystone Global,Financial Services,5001-10000,https://linkedin.com/company/keystone-global,https://www.keystoneglobal.com,Atlanta,WA,$100M-$500M,Microsoft 365 + Salesforce,ChatGPT,Leadership Change,50-200,2024-10-11
Harbor Associates,Energy,201-500,https://linkedin.com/company/harbor-associates,https://www.harborassociates.com,Charlotte,CO,$50M-$100M,Mixed/Legacy,Custom LLM,Hiring Surge,200-500,2024-10-13
Westfield Management,Consulting,201-500,https://linkedin.com/company/westfield-management,https://www.westfieldmanagement.com,Charlotte,CA,$50M-$100M,Microsoft 365 + SAP,ChatGPT,None Detected,500+,2024-10-12
Westfield Capital,Real Estate,51-200,https://linkedin.com/company/westfield-capital,https://www.westfieldcapital.com,San Francisco,CA,$1B+,Google Workspace,Custom LLM,Series C Funding,500+,2024-12-16
Keystone Associates,Logistics,1001-5000,https://linkedin.com/company/keystone-associates,https://www.keystoneassociates.com,Chicago,WA,$100M-$500M,Microsoft 365 + SAP,None Known,Hiring Surge,0,2024-11-10
Crestview Ventures,Technology,1001-5000,https://linkedin.com/company/crestview-ventures,https://www.crestviewventures.com,New York,CO,$50M-$100M,Microsoft 365,Microsoft Copilot,M&A Activity,0,2024-10-21
Ridgeline Enterprises,Healthcare,10000+,https://linkedin.com/company/ridgeline-enterprises,https://www.ridgelineenterprises.com,Dallas,IL,$500M-$1B,Microsoft 365 + SAP,Microsoft Copilot,None Detected,500+,2024-12-05
Titan Management,Manufacturing,501-1000,https://linkedin.com/company/titan-management,https://www.titanmanagement.com,Denver,IL,$10M-$50M,Mixed/Legacy,Multiple AI Tools,M&A Activity,0,2024-11-20
Keystone Technologies,Manufacturing,1001-5000,https://linkedin.com/company/keystone-technologies,https://www.keystonetechnologies.com,Los Angeles,WA,$50M-$100M,Microsoft 365,None Known,IPO Filing,200-500,2024-11-06
Crestview Technologies,Financial Services,10000+,https://linkedin.com/company/crestview-technologies,https://www.crestviewtechnologie.com,New York,WA,$50M-$100M,Microsoft 365,None Known,Leadership Change,0,2024-12-04
Titan Group,Logistics,501-1000,https://linkedin.com/company/titan-group,https://www.titangroup.com,San Francisco,NY,$10M-$50M,Microsoft 365 + Salesforce,Multiple AI Tools,M&A Activity,<50,2024-11-02
Orion Network,Logistics,501-1000,https://linkedin.com/company/orion-network,https://www.orionnetwork.com,New York,TX,$50M-$100M,Mixed/Legacy,Multiple AI Tools,M&A Activity,0,2024-11-13
Sterling Systems,Consulting,501-1000,https://linkedin.com/company/sterling-systems,https://www.sterlingsystems.com,Seattle,TX,$1B+,Microsoft 365 + Salesforce,Custom LLM,Digital Transformation Initiative,0,2024-11-01
Westfield Partners,Real Estate,201-500,https://linkedin.com/company/westfield-partners,https://www.westfieldpartners.com,Los Angeles,MA,$50M-$100M,Google Workspace,Microsoft Copilot,None Detected,500+,2024-10-25
Orion Holdings,Manufacturing,1001-5000,https://linkedin.com/company/orion-holdings,https://www.orionholdings.com,Atlanta,CO,$1B+,Mixed/Legacy,ChatGPT,M&A Activity,0,2024-10-18
Apex Consulting,Manufacturing,201-500,https://linkedin.com/company/apex-consulting,https://www.apexconsulting.com,San Francisco,CA,$1B+,Microsoft 365,Custom LLM,None Detected,200-500,2024-12-07
Westfield Ventures,Technology,1001-5000,https://linkedin.com/company/westfield-ventures,https://www.westfieldventures.com,Dallas,CA,$50M-$100M,Microsoft 365 + Salesforce,Custom LLM,New Product Launch,500+,2024-11-20
Vantage Services,Energy,10000+,https://linkedin.com/company/vantage-services,https://www.vantageservices.com,Atlanta,NC,$100M-$500M,Mixed/Legacy,Multiple AI Tools,M&A Activity,0,2024-11-22
Summit Group,Healthcare,51-200,https://linkedin.com/company/summit-group,https://www.summitgroup.com,Los Angeles,GA,$50M-$100M,Mixed/Legacy,ChatGPT,M&A Activity,<50,2024-12-10
Archway Capital,Energy,10000+,https://linkedin.com/company/archway-capital,https://www.archwaycapital.com,New York,TX,$1B+,Google Workspace,None Known,Expansion Announcement,0,2024-12-05
Keystone Network,Manufacturing,5001-10000,https://linkedin.com/company/keystone-network,https://www.keystonenetwork.com,Atlanta,WA,$1B+,Google Workspace,Microsoft Copilot,Digital Transformation Initiative,0,2024-11-19
Nexus Associates,Healthcare,10000+,https://linkedin.com/company/nexus-associates,https://www.nexusassociates.com,Atlanta,CO,$1B+,Mixed/Legacy,Custom LLM,Expansion Announcement,0,2024-11-21
Keystone Solutions,Financial Services,51-200,https://linkedin.com/company/keystone-solutions,https://www.keystonesolutions.com,Charlotte,GA,$100M-$500M,Google Workspace,Custom LLM,IPO Filing,0,2024-10-11
Orion LLC,Energy,501-1000,https://linkedin.com/company/orion-llc,https://www.orionllc.com,New York,IL,$100M-$500M,Mixed/Legacy,ChatGPT,Leadership Change,<50,2024-10-07
Eastwick Resources,Energy,10000+,https://linkedin.com/company/eastwick-resources,https://www.eastwickresources.com,Dallas,MA,$10M-$50M,Microsoft 365 + Salesforce,None Known,Digital Transformation Initiative,500+,2024-11-14
Bluestone Group,Manufacturing,1001-5000,https://linkedin.com/company/bluestone-group,https://www.bluestonegroup.com,San Francisco,GA,$1B+,Google Workspace,Custom LLM,Expansion Announcement,500+,2024-11-22
Ironclad Technologies,Real Estate,201-500,https://linkedin.com/company/ironclad-technologies,https://www.ironcladtechnologies.com,New York,CA,$10M-$50M,Microsoft 365 + SAP,ChatGPT,New Product Launch,50-200,2024-11-04
Orion Technologies,Financial Services,501-1000,https://linkedin.com/company/orion-technologies,https://www.oriontechnologies.com,Atlanta,CO,$10M-$50M,Microsoft 365,Microsoft Copilot,Hiring Surge,0,2024-12-15
Pinnacle Consulting,Financial Services,1001-5000,https://linkedin.com/company/pinnacle-consulting,https://www.pinnacleconsulting.com,Dallas,MA,$1B+,Google Workspace,None Known,Digital Transformation Initiative,0,2024-10-15
Ironclad Network,Technology,1001-5000,https://linkedin.com/company/ironclad-network,https://www.ironcladnetwork.com,Seattle,MA,$500M-$1B,Microsoft 365 + SAP,None Known,M&A Activity,0,2024-10-05
Titan Consulting,Real Estate,5001-10000,https://linkedin.com/company/titan-consulting,https://www.titanconsulting.com,Boston,IL,$50M-$100M,Mixed/Legacy,ChatGPT,Leadership Change,50-200,2024-12-27
Granite Technologies,Technology,201-500,https://linkedin.com/company/granite-technologies,https://www.granitetechnologies.com,New York,TX,$100M-$500M,Google Workspace,Custom LLM,M&A Activity,0,2024-11-19
Pinnacle Network,Consulting,51-200,https://linkedin.com/company/pinnacle-network,https://www.pinnaclenetwork.com,Boston,NC,$1B+,Microsoft 365 + SAP,ChatGPT,M&A Activity,0,2024-12-07
Orion International,Energy,501-1000,https://linkedin.com/company/orion-international,https://www.orioninternational.com,Denver,CA,$500M-$1B,Microsoft 365 + Salesforce,Multiple AI Tools,IPO Filing,<50,2024-12-11
Granite Corp,Logistics,5001-10000,https://linkedin.com/company/granite-corp,https://www.granitecorp.com,Dallas,GA,$100M-$500M,Mixed/Legacy,None Known,None Detected,0,2024-10-27
Summit Capital,Technology,201-500,https://linkedin.com/company/summit-capital,https://www.summitcapital.com,Chicago,WA,$10M-$50M,Microsoft 365 + Salesforce,Custom LLM,Hiring Surge,0,2024-11-19
Fortress Network,Energy,501-1000,https://linkedin.com/company/fortress-network,https://www.fortressnetwork.com,Atlanta,CO,$50M-$100M,Microsoft 365 + Salesforce,Custom LLM,New Product Launch,200-500,2024-12-11
Beacon Systems,Logistics,201-500,https://linkedin.com/company/beacon-systems,https://www.beaconsystems.com,Denver,CA,$100M-$500M,Microsoft 365 + SAP,ChatGPT,Series C Funding,50-200,2024-12-28
Fortress Corp,Manufacturing,5001-10000,https://linkedin.com/company/fortress-corp,https://www.fortresscorp.com,Seattle,GA,$500M-$1B,Microsoft 365 + SAP,None Known,Series C Funding,500+,2024-10-09
Beacon Technologies,Logistics,51-200,https://linkedin.com/company/beacon-technologies,https://www.beacontechnologies.com,Boston,WA,$500M-$1B,Microsoft 365,Multiple AI Tools,IPO Filing,0,2024-11-27
Horizon Holdings,Financial Services,501-1000,https://linkedin.com/company/horizon-holdings,https://www.horizonholdings.com,Seattle,NC,$1B+,Microsoft 365,ChatGPT,Leadership Change,500+,2024-11-16
Sterling Network,Retail,51-200,https://linkedin.com/company/sterling-network,https://www.sterlingnetwork.com,San Francisco,TX,$100M-$500M,Mixed/Legacy,ChatGPT,Expansion Announcement,0,2024-12-23
Archway LLC,Healthcare,1001-5000,https://linkedin.com/company/archway-llc,https://www.archwayllc.com,Atlanta,WA,$50M-$100M,Mixed/Legacy,Custom LLM,Leadership Change,0,2024-11-08
Horizon Resources,Retail,201-500,https://linkedin.com/company/horizon-resources,https://www.horizonresources.com,Charlotte,CA,$500M-$1B,Microsoft 365,Custom LLM,Expansion Announcement,<50,2024-12-15
Beacon International,Logistics,10000+,https://linkedin.com/company/beacon-international,https://www.beaconinternational.com,Chicago,MA,$10M-$50M,Microsoft 365 + SAP,None Known,Expansion Announcement,0,2024-10-19
Orion Group,Retail,201-500,https://linkedin.com/company/orion-group,https://www.oriongroup.com,Boston,WA,$10M-$50M,Microsoft 365,Microsoft Copilot,Series C Funding,<50,2024-11-28
Harbor Network,Logistics,10000+,https://linkedin.com/company/harbor-network,https://www.harbornetwork.com,Denver,GA,$500M-$1B,Mixed/Legacy,ChatGPT,Expansion Announcement,0,2024-11-06
Eastwick Group,Retail,51-200,https://linkedin.com/company/eastwick-group,https://www.eastwickgroup.com,Chicago,NC,$500M-$1B,Microsoft 365,Microsoft Copilot,None Detected,500+,2024-12-23
Horizon Systems,Real Estate,501-1000,https://linkedin.com/company/horizon-systems,https://www.horizonsystems.com,Los Angeles,MA,$50M-$100M,Google Workspace,ChatGPT,Series C Funding,0,2024-11-25
Titan Partners,Logistics,501-1000,https://linkedin.com/company/titan-partners,https://www.titanpartners.com,Boston,TX,$100M-$500M,Google Workspace,Microsoft Copilot,Hiring Surge,200-500,2024-11-19
Vantage Capital,Energy,5001-10000,https://linkedin.com/company/vantage-capital,https://www.vantagecapital.com,Chicago,CA,$50M-$100M,Mixed/Legacy,Custom LLM,Series C Funding,0,2024-10-18
Clearwater Holdings,Real Estate,5001-10000,https://linkedin.com/company/clearwater-holdings,https://www.clearwaterholdings.com,Denver,IL,$50M-$100M,Microsoft 365 + SAP,Microsoft Copilot,Leadership Change,200-500,2024-11-10
Ridgeline Systems,Financial Services,201-500,https://linkedin.com/company/ridgeline-systems,https://www.ridgelinesystems.com,Charlotte,CO,$100M-$500M,Google Workspace,ChatGPT,None Detected,0,2024-11-23
Summit Resources,Real Estate,1001-5000,https://linkedin.com/company/summit-resources,https://www.summitresources.com,New York,CA,$100M-$500M,Google Workspace,Multiple AI Tools,Hiring Surge,<50,2024-11-13
Bluestone Advisors,Consulting,201-500,https://linkedin.com/company/bluestone-advisors,https://www.bluestoneadvisors.com,Denver,NY,$500M-$1B,Mixed/Legacy,Custom LLM,Expansion Announcement,0,2024-11-13
Summit Technologies,Logistics,201-500,https://linkedin.com/company/summit-technologies,https://www.summittechnologies.com,Denver,NY,$50M-$100M,Microsoft 365,ChatGPT,New Product Launch,50-200,2024-11-05
Keystone Systems,Legal,1001-5000,https://linkedin.com/company/keystone-systems,https://www.keystonesystems.com,Denver,NC,$10M-$50M,Microsoft 365 + Salesforce,None Known,Hiring Surge,<50,2024-10-19
Clearwater Solutions,Logistics,51-200,https://linkedin.com/company/clearwater-solutions,https://www.clearwatersolutions.com,Seattle,MA,$50M-$100M,Mixed/Legacy,ChatGPT,Series C Funding,50-200,2024-11-20
Harbor Services,Healthcare,201-500,https://linkedin.com/company/harbor-services,https://www.harborservices.com,Los Angeles,CA,$10M-$50M,Microsoft 365 + SAP,Microsoft Copilot,Expansion Announcement,50-200,2024-10-04
Eastwick Solutions,Financial Services,201-500,https://linkedin.com/company/eastwick-solutions,https://www.eastwicksolutions.com,San Francisco,NC,$50M-$100M,Microsoft 365 + Salesforce,Multiple AI Tools,Digital Transformation Initiative,200-500,2024-10-19
Luminary Global,Technology,1001-5000,https://linkedin.com/company/luminary-global,https://www.luminaryglobal.com,Atlanta,WA,$50M-$100M,Microsoft 365 + Salesforce,ChatGPT,Leadership Change,50-200,2024-11-09
Granite Partners,Consulting,51-200,https://linkedin.com/company/granite-partners,https://www.granitepartners.com,New York,CA,$1B+,Microsoft 365 + SAP,Microsoft Copilot,None Detected,0,2024-12-01
Vector Group,Energy,201-500,https://linkedin.com/company/vector-group,https://www.vectorgroup.com,Boston,WA,$1B+,Microsoft 365 + SAP,ChatGPT,Expansion Announcement,0,2024-12-05
Pacific Network,Logistics,51-200,https://linkedin.com/company/pacific-network,https://www.pacificnetwork.com,Chicago,NC,$500M-$1B,Microsoft 365,Microsoft Copilot,Hiring Surge,<50,2024-10-28
Clearwater Corp,Financial Services,201-500,https://linkedin.com/company/clearwater-corp,https://www.clearwatercorp.com,Boston,IL,$500M-$1B,Microsoft 365,ChatGPT,Series C Funding,0,2024-10-18
Keystone Advisors,Real Estate,51-200,https://linkedin.com/company/keystone-advisors,https://www.keystoneadvisors.com,San Francisco,MA,$1B+,Google Workspace,ChatGPT,IPO Filing,0,2024-11-05
Pacific Services,Manufacturing,51-200,https://linkedin.com/company/pacific-services,https://www.pacificservices.com,Chicago,NC,$50M-$100M,Google Workspace,Multiple AI Tools,None Detected,50-200,2024-11-27
Meridian Solutions,Healthcare,5001-10000,https://linkedin.com/company/meridian-solutions,https://www.meridiansolutions.com,Charlotte,CA,$100M-$500M,Microsoft 365 + SAP,ChatGPT,Series C Funding,0,2024-12-16
Vector Corp,Technology,10000+,https://linkedin.com/company/vector-corp,https://www.vectorcorp.com,Boston,CA,$10M-$50M,Microsoft 365,None Known,None Detected,0,2024-10-26
Archway Ventures,Legal,5001-10000,https://linkedin.com/company/archway-ventures,https://www.archwayventures.com,Denver,NY,$10M-$50M,Microsoft 365 + Salesforce,None Known,None Detected,<50,2024-10-27
Cascade International,Manufacturing,1001-5000,https://linkedin.com/company/cascade-international,https://www.cascadeinternational.com,Chicago,NY,$50M-$100M,Microsoft 365 + SAP,Custom LLM,None Detected,<50,2024-10-21
Orion Associates,Energy,10000+,https://linkedin.com/company/orion-associates,https://www.orionassociates.com,Charlotte,GA,$500M-$1B,Microsoft 365,Custom LLM,Leadership Change,0,2024-11-27
Sterling Consulting,Energy,501-1000,https://linkedin.com/company/sterling-consulting,https://www.sterlingconsulting.com,Chicago,NC,$500M-$1B,Microsoft 365 + Salesforce,Multiple AI Tools,Expansion Announcement,<50,2024-10-18
Vantage International,Technology,501-1000,https://linkedin.com/company/vantage-international,https://www.vantageinternational.com,Boston,MA,$50M-$100M,Mixed/Legacy,None Known,None Detected,<50,2024-10-16
Horizon Solutions,Real Estate,5001-10000,https://linkedin.com/company/horizon-solutions,https://www.horizonsolutions.com,San Francisco,GA,$1B+,Google Workspace,Microsoft Copilot,Hiring Surge,200-500,2024-11-28
Vantage Holdings,Healthcare,501-1000,https://linkedin.com/company/vantage-holdings,https://www.vantageholdings.com,San Francisco,WA,$1B+,Microsoft 365,ChatGPT,Digital Transformation Initiative,500+,2024-10-18
Meridian Management,Real Estate,10000+,https://linkedin.com/company/meridian-management,https://www.meridianmanagement.com,Chicago,NY,$10M-$50M,Mixed/Legacy,Microsoft Copilot,None Detected,500+,2024-12-17
Northbridge Ventures,Financial Services,501-1000,https://linkedin.com/company/northbridge-ventures,https://www.northbridgeventures.com,Atlanta,GA,$100M-$500M,Mixed/Legacy,None Known,IPO Filing,<50,2024-11-16
Sterling Advisors,Logistics,1001-5000,https://linkedin.com/company/sterling-advisors,https://www.sterlingadvisors.com,Seattle,GA,$500M-$1B,Microsoft 365 + SAP,Custom LLM,Leadership Change,0,2024-10-10
Luminary Services,Healthcare,51-200,https://linkedin.com/company/luminary-services,https://www.luminaryservices.com,New York,CO,$1B+,Microsoft 365 + SAP,Multiple AI Tools,None Detected,0,2024-12-15
Summit Ventures,Consulting,51-200,https://linkedin.com/company/summit-ventures,https://www.summitventures.com,San Francisco,TX,$50M-$100M,Microsoft 365 + SAP,ChatGPT,Series C Funding,<50,2024-11-02
Summit Enterprises,Logistics,1001-5000,https://linkedin.com/company/summit-enterprises,https://www.summitenterprises.com,Boston,NY,$50M-$100M,Microsoft 365 + SAP,Custom LLM,Series C Funding,200-500,2024-12-24
Granite International,Energy,5001-10000,https://linkedin.com/company/granite-international,https://www.graniteinternational.com,Chicago,CA,$10M-$50M,Microsoft 365 + SAP,Custom LLM,Expansion Announcement,0,2024-12-03
Ironclad Solutions,Real Estate,501-1000,https://linkedin.com/company/ironclad-solutions,https://www.ironcladsolutions.com,Atlanta,MA,$50M-$100M,Mixed/Legacy,Multiple AI Tools,Hiring Surge,0,2024-12-08
Horizon Associates,Legal,1001-5000,https://linkedin.com/company/horizon-associates,https://www.horizonassociates.com,Chicago,CA,$10M-$50M,Microsoft 365 + Salesforce,None Known,M&A Activity,50-200,2024-12-13
Cornerstone Corp,Logistics,10000+,https://linkedin.com/company/cornerstone-corp,https://www.cornerstonecorp.com,Chicago,NY,$10M-$50M,Microsoft 365,None Known,M&A Activity,50-200,2024-11-20
Crestview Holdings,Technology,201-500,https://linkedin.com/company/crestview-holdings,https://www.crestviewholdings.com,San Francisco,NC,$50M-$100M,Google Workspace,Multiple AI Tools,Expansion Announcement,0,2024-12-09
Westfield Consulting,Manufacturing,201-500,https://linkedin.com/company/westfield-consulting,https://www.westfieldconsulting.com,New York,GA,$100M-$500M,Mixed/Legacy,Multiple AI Tools,M&A Activity,50-200,2024-11-02
Archway Technologies,Technology,5001-10000,https://linkedin.com/company/archway-technologies,https://www.archwaytechnologies.com,Los Angeles,CA,$1B+,Google Workspace,ChatGPT,New Product Launch,0,2024-10-19
Atlas Network,Legal,10000+,https://linkedin.com/company/atlas-network,https://www.atlasnetwork.com,Los Angeles,NC,$100M-$500M,Microsoft 365 + Salesforce,ChatGPT,None Detected,500+,2024-12-03
Pinnacle Holdings,Healthcare,1001-5000,https://linkedin.com/company/pinnacle-holdings,https://www.pinnacleholdings.com,Denver,CA,$100M-$500M,Mixed/Legacy,Custom LLM,Hiring Surge,0,2024-12-13
Cornerstone Resources,Healthcare,51-200,https://linkedin.com/company/cornerstone-resources,https://www.cornerstoneresources.com,New York,CA,$500M-$1B,Mixed/Legacy,ChatGPT,Series C Funding,0,2024-11-20
Luminary LLC,Real Estate,51-200,https://linkedin.com/company/luminary-llc,https://www.luminaryllc.com,San Francisco,NY,$10M-$50M,Mixed/Legacy,Multiple AI Tools,New Product Launch,500+,2024-11-16
Summit International,Consulting,51-200,https://linkedin.com/company/summit-international,https://www.summitinternational.com,New York,IL,$500M-$1B,Mixed/Legacy,Microsoft Copilot,Hiring Surge,200-500,2024-12-22
Bluestone Global,Consulting,51-200,https://linkedin.com/company/bluestone-global,https://www.bluestoneglobal.com,Boston,IL,$1B+,Mixed/Legacy,Custom LLM,None Detected,200-500,2024-10-14
Beacon Holdings,Manufacturing,501-1000,https://linkedin.com/company/beacon-holdings,https://www.beaconholdings.com,Denver,GA,$50M-$100M,Microsoft 365,Multiple AI Tools,Digital Transformation Initiative,0,2024-11-22
Westfield Enterprises,Energy,10000+,https://linkedin.com/company/westfield-enterprises,https://www.westfieldenterprises.com,Atlanta,NY,$500M-$1B,Microsoft 365 + Salesforce,ChatGPT,Series C Funding,0,2024-11-28
Clearwater Group,Logistics,51-200,https://linkedin.com/company/clearwater-group,https://www.clearwatergroup.com,Seattle,TX,$500M-$1B,Google Workspace,None Known,Leadership Change,0,2024-12-18
Beacon Corp,Real Estate,1001-5000,https://linkedin.com/company/beacon-corp,https://www.beaconcorp.com,Atlanta,MA,$500M-$1B,Microsoft 365,Microsoft Copilot,Leadership Change,0,2024-11-12
Fortress International,Retail,10000+,https://linkedin.com/company/fortress-international,https://www.fortressinternationa.com,Dallas,CA,$50M-$100M,Microsoft 365 + SAP,None Known,Leadership Change,200-500,2024-11-25
Fortress Associates,Legal,501-1000,https://linkedin.com/company/fortress-associates,https://www.fortressassociates.com,Boston,WA,$50M-$100M,Google Workspace,None Known,Digital Transformation Initiative,0,2024-10-16
Sterling Capital,Technology,501-1000,https://linkedin.com/company/sterling-capital,https://www.sterlingcapital.com,Atlanta,TX,$100M-$500M,Mixed/Legacy,ChatGPT,Leadership Change,0,2024-12-14
Pinnacle Global,Consulting,201-500,https://linkedin.com/company/pinnacle-global,https://www.pinnacleglobal.com,Atlanta,WA,$100M-$500M,Microsoft 365 + SAP,Multiple AI Tools,Leadership Change,500+,2024-11-19
Northbridge International,Manufacturing,1001-5000,https://linkedin.com/company/northbridge-international,https://www.northbridgeinternati.com,Boston,NY,$100M-$500M,Microsoft 365 + Salesforce,Custom LLM,Series C Funding,0,2024-10-12
Summit Holdings,Retail,51-200,https://linkedin.com/company/summit-holdings,https://www.summitholdings.com,Dallas,CA,$10M-$50M,Mixed/Legacy,Multiple AI Tools,New Product Launch,500+,2024-11-08
Bluestone Systems,Consulting,201-500,https://linkedin.com/company/bluestone-systems,https://www.bluestonesystems.com,Los Angeles,WA,$500M-$1B,Microsoft 365 + Salesforce,Multiple AI Tools,New Product Launch,500+,2024-10-18
Harbor LLC,Healthcare,501-1000,https://linkedin.com/company/harbor-llc,https://www.harborllc.com,Chicago,WA,$1B+,Microsoft 365 + Salesforce,Custom LLM,Series C Funding,50-200,2024-11-06
Apex International,Legal,1001-5000,https://linkedin.com/company/apex-international,https://www.apexinternational.com,Chicago,CO,$10M-$50M,Microsoft 365 + Salesforce,None Known,Expansion Announcement,500+,2024-11-15
Ridgeline Resources,Legal,51-200,https://linkedin.com/company/ridgeline-resources,https://www.ridgelineresources.com,Dallas,NC,$500M-$1B,Microsoft 365 + Salesforce,Microsoft Copilot,New Product Launch,200-500,2024-10-12
Crestview Network,Technology,10000+,https://linkedin.com/company/crestview-network,https://www.crestviewnetwork.com,Boston,GA,$10M-$50M,Google Workspace,Multiple AI Tools,Digital Transformation Initiative,0,2024-12-02
Pinnacle Technologies,Consulting,501-1000,https://linkedin.com/company/pinnacle-technologies,https://www.pinnacletechnologies.com,Chicago,CA,$10M-$50M,Microsoft 365 + Salesforce,ChatGPT,Hiring Surge,200-500,2024-12-22
Summit Global,Legal,201-500,https://linkedin.com/company/summit-global,https://www.summitglobal.com,Seattle,IL,$1B+,Microsoft 365 + SAP,Custom LLM,New Product Launch,500+,2024-10-23
Horizon Consulting,Healthcare,1001-5000,https://linkedin.com/company/horizon-consulting,https://www.horizonconsulting.com,Charlotte,NC,$50M-$100M,Microsoft 365 + SAP,ChatGPT,Series C Funding,200-500,2024-11-10
Bluestone Consulting,Legal,201-500,https://linkedin.com/company/bluestone-consulting,https://www.bluestoneconsulting.com,Los Angeles,CA,$50M-$100M,Google Workspace,Multiple AI Tools,M&A Activity,<50,2024-11-27
Meridian Network,Manufacturing,201-500,https://linkedin.com/company/meridian-network,https://www.meridiannetwork.com,Denver,NC,$50M-$100M,Microsoft 365,Custom LLM,Hiring Surge,0,2024-11-21
Bluestone Network,Energy,1001-5000,https://linkedin.com/company/bluestone-network,https://www.bluestonenetwork.com,Charlotte,MA,$100M-$500M,Microsoft 365 + SAP,None Known,Expansion Announcement,200-500,2024-12-05
Vector LLC,Retail,501-1000,https://linkedin.com/company/vector-llc,https://www.vectorllc.com,Chicago,NY,$100M-$500M,Microsoft 365,ChatGPT,Leadership Change,<50,2024-11-25
