Ticket_ID,Created_Date,Resolved_Date,Resolution_Hours,Company,Department,Product,Issue_Type,Priority,Status,Issue_Summary,Resolution_Notes,CSAT_Score,Escalated,Reopened,Agent_ID
TKT-10227,2024-12-23,2024-12-27 00:00,110,Vantage Capital LLC,Sales,Outlook Copilot,API Error,P4-Low,Resolved,REST API call to Copilot summarization endpoint returning 503 intermittently,Rate limiting increased for enterprise tier; throttling configuration updated in gateway,5,No,No,AGT-115
TKT-10228,2024-11-17,2024-11-23 00:00,149,Cornerstone Dynamics,Finance,Excel Copilot,Data Export,P4-Low,Resolved,Bulk export of meeting recaps timing out for calls over 90 minutes,Export API pagination issue resolved in latest build; hotfix deployed to production tenant,5,No,Yes,AGT-117
TKT-10229,2024-07-13,2024-07-14 00:00,25,Meridian Financial Group,Executive,Outlook Copilot,Login/Access,P4-Low,Closed,MFA bypass not working for service accounts in Production environment,Escalated to Azure AD team; conditional access policy updated; SSO re-validated across all tenants,5,No,No,AGT-103
TKT-10230,2024-07-16,,,Fortress Consulting,Operations,Teams Premium,Data Export,P1-Critical,In Progress,Bulk export of meeting recaps timing out for calls over 90 minutes,Under investigation,,No,No,AGT-116
TKT-10231,2024-07-05,,,Fortress Consulting,Operations,Copilot Chat,Login/Access,P1-Critical,In Progress,SAML token expiry causing session drops for users in APAC region,Under investigation,,No,No,AGT-110
TKT-10232,2024-07-28,,,Vantage Capital LLC,Executive,Excel Copilot,Login/Access,P3-Medium,Open,MFA bypass not working for service accounts in Production environment,Under investigation,,No,No,AGT-107
TKT-10233,2024-07-21,2024-07-23 00:00,55,Cornerstone Dynamics,HR,Word Copilot,API Error,P3-Medium,Closed,REST API call to Copilot summarization endpoint returning 503 intermittently,Rate limiting increased for enterprise tier; throttling configuration updated in gateway,5,No,No,AGT-110
TKT-10234,2024-10-06,,,Meridian Financial Group,IT,Word Copilot,Performance,P3-Medium,Open,Excel Copilot formula generation stalling on sheets with 100k+ rows,Under investigation,,No,Yes,AGT-101
TKT-10235,2024-11-22,,,Vantage Capital LLC,Legal,Teams Premium,Data Export,P2-High,Open,Copilot-generated analysis not retaining formatting when exported to SharePoint,Under investigation,,No,No,AGT-107
TKT-10236,2024-09-10,2024-09-10 00:00,12,Meridian Financial Group,IT,Outlook Copilot,API Error,P3-Medium,Resolved,OAuth token refresh failing silently for background automation agents,Rate limiting increased for enterprise tier; throttling configuration updated in gateway,1,No,No,AGT-119
TKT-10237,2024-08-11,2024-08-18 00:00,168,Vantage Capital LLC,IT,Teams Premium,Data Export,P4-Low,Resolved,Bulk export of meeting recaps timing out for calls over 90 minutes,Export API pagination issue resolved in latest build; hotfix deployed to production tenant,5,No,No,AGT-118
TKT-10238,2024-07-21,,,Apex Global Partners,Executive,Outlook Copilot,Feature Request,P3-Medium,In Progress,Request for Copilot usage heatmap by department for quarterly business review,Under investigation,,No,Yes,AGT-104
TKT-10239,2024-12-05,2024-12-05 00:00,23,Meridian Financial Group,HR,PowerPoint Copilot,Bug Report,P2-High,Closed,Excel Copilot overwriting named ranges when inserting AI-generated formulas,Root cause identified in build 24.11.2; patch released; regression testing complete,1,Yes,No,AGT-115
TKT-10240,2024-08-17,,,Fortress Consulting,Operations,Word Copilot,Compliance,P2-High,In Progress,DLP policy not triggering when Copilot suggests including sensitive financial data,Under investigation,,Yes,Yes,AGT-120
TKT-10241,2024-08-09,,,Meridian Financial Group,IT,Teams Premium,Billing,P4-Low,In Progress,Monthly usage overage charge on account despite license pool not exhausted,Under investigation,,No,No,AGT-111
TKT-10242,2024-10-01,2024-10-01 00:00,12,Meridian Financial Group,HR,Word Copilot,Feature Request,P2-High,Resolved,Need bulk prompt assignment capability for onboarding new business unit (200 users),Added to product roadmap Q2 2025; customer success team to provide ETA confirmation,3,No,No,AGT-115
TKT-10243,2024-07-23,,,Vantage Capital LLC,IT,Copilot Chat,Training,P3-Medium,Open,Request for admin-led prompt engineering workshop for Finance team leads,Under investigation,,No,No,AGT-120
TKT-10244,2024-10-08,,,Meridian Financial Group,HR,Word Copilot,Feature Request,P4-Low,In Progress,Need multilingual support for Copilot prompts in Japanese and German,Under investigation,,No,No,AGT-119
TKT-10245,2024-09-07,2024-09-07 00:00,13,Vantage Capital LLC,Finance,Excel Copilot,Training,P2-High,Resolved,Onboarding documentation out of date - reflects pre-GA feature set,Custom training package scheduled; dedicated CSM assigned; delivery timeline confirmed,3,Yes,No,AGT-114
TKT-10246,2024-10-01,2024-10-02 00:00,40,Vantage Capital LLC,Executive,Copilot Chat,Billing,P3-Medium,Resolved,Enterprise agreement discount not applied to Q4 renewal invoice,Billing team issued corrected invoice; credit applied to next billing cycle; account reconciled,5,No,No,AGT-115
TKT-10247,2024-12-06,2024-12-06 00:00,16,Meridian Financial Group,Operations,Teams Premium,Performance,P2-High,Resolved,Excel Copilot formula generation stalling on sheets with 100k+ rows,Routing configuration updated; load balancing adjusted; performance restored to SLA within 4 hours,4,Yes,No,AGT-105
TKT-10248,2024-08-15,2024-08-17 00:00,58,Apex Global Partners,Operations,Teams Premium,Billing,P3-Medium,Resolved,Seat reallocation after M&A not reflected in current billing cycle,Billing team issued corrected invoice; credit applied to next billing cycle; account reconciled,5,No,No,AGT-119
TKT-10249,2024-10-02,,,Cornerstone Dynamics,Executive,Word Copilot,Integration,P3-Medium,Open,ServiceNow ticket data not accessible in Copilot Chat despite permissions granted,Under investigation,,No,No,AGT-118
TKT-10250,2024-10-27,2024-10-28 00:00,34,Fortress Consulting,IT,Outlook Copilot,Data Export,P3-Medium,Closed,CSV export of AI-generated reports truncating fields over 32k characters,Export API pagination issue resolved in latest build; hotfix deployed to production tenant,5,No,Yes,AGT-114
TKT-10251,2024-12-16,,,Cornerstone Dynamics,Finance,Teams Premium,Compliance,P2-High,In Progress,DLP policy not triggering when Copilot suggests including sensitive financial data,Under investigation,,No,No,AGT-103
TKT-10252,2024-11-14,,,Vantage Capital LLC,Sales,Word Copilot,Compliance,P4-Low,In Progress,DLP policy not triggering when Copilot suggests including sensitive financial data,Under investigation,,No,No,AGT-102
TKT-10253,2024-07-22,2024-07-24 00:00,51,Fortress Consulting,Sales,Outlook Copilot,Feature Request,P4-Low,Resolved,Request for Copilot usage heatmap by department for quarterly business review,Added to product roadmap Q2 2025; customer success team to provide ETA confirmation,3,No,No,AGT-102
TKT-10254,2024-10-19,2024-10-21 00:00,51,Vantage Capital LLC,Executive,Teams Premium,API Error,P4-Low,Resolved,Graph API returning 429 throttling errors on Copilot endpoint during batch jobs,Rate limiting increased for enterprise tier; throttling configuration updated in gateway,4,No,No,AGT-117
TKT-10255,2024-10-04,2024-10-06 00:00,58,Fortress Consulting,Finance,Word Copilot,Training,P3-Medium,Closed,Need recorded training sessions for async delivery to global workforce,Custom training package scheduled; dedicated CSM assigned; delivery timeline confirmed,5,No,No,AGT-112
TKT-10256,2024-07-30,2024-07-31 00:00,26,Cornerstone Dynamics,Operations,Copilot Chat,Login/Access,P3-Medium,Resolved,SAML token expiry causing session drops for users in APAC region,Escalated to Azure AD team; conditional access policy updated; SSO re-validated across all tenants,4,No,No,AGT-117
TKT-10257,2024-12-26,2024-12-28 00:00,65,Meridian Financial Group,Operations,Outlook Copilot,Compliance,P3-Medium,Resolved,Data residency policy not enforced - EU tenant data routed through US datacenter,Configuration corrected; data residency verified; compliance team signed off; incident documented for SOC2 review,4,No,Yes,AGT-101
TKT-10258,2024-11-10,,,Apex Global Partners,Legal,Excel Copilot,Feature Request,P3-Medium,Open,Need bulk prompt assignment capability for onboarding new business unit (200 users),Under investigation,,No,No,AGT-118
TKT-10259,2024-12-09,2024-12-11 00:00,71,Apex Global Partners,Executive,Word Copilot,Bug Report,P4-Low,Resolved,Copilot Chat losing conversation context after 45-minute idle period,Root cause identified in build 24.11.2; patch released; regression testing complete,4,No,No,AGT-107
TKT-10260,2024-08-24,2024-08-25 00:00,34,Vantage Capital LLC,IT,Outlook Copilot,Compliance,P3-Medium,Resolved,Data residency policy not enforced - EU tenant data routed through US datacenter,Configuration corrected; data residency verified; compliance team signed off; incident documented for SOC2 review,5,No,No,AGT-106
TKT-10261,2024-12-19,,,Vantage Capital LLC,IT,Teams Premium,Feature Request,P3-Medium,Open,Request for Copilot usage heatmap by department for quarterly business review,Under investigation,,No,No,AGT-113
TKT-10262,2024-10-26,,,Meridian Financial Group,HR,Teams Premium,API Error,P3-Medium,In Progress,OAuth token refresh failing silently for background automation agents,Under investigation,,No,No,AGT-119
TKT-10263,2024-09-17,2024-09-17 00:00,22,Cornerstone Dynamics,IT,Excel Copilot,Performance,P3-Medium,Resolved,Teams meeting transcription processing queue backed up 2+ hours,Routing configuration updated; load balancing adjusted; performance restored to SLA within 4 hours,5,No,No,AGT-113
TKT-10264,2024-08-17,,,Fortress Consulting,Operations,Word Copilot,Bug Report,P3-Medium,In Progress,Meeting recap incorrectly attributing speaker turns in multi-language calls,Under investigation,,No,No,AGT-118
TKT-10265,2024-10-24,2024-10-24 00:00,14,Apex Global Partners,Finance,Teams Premium,Data Export,P3-Medium,Resolved,Copilot-generated analysis not retaining formatting when exported to SharePoint,Export API pagination issue resolved in latest build; hotfix deployed to production tenant,4,No,No,AGT-113
TKT-10266,2024-11-03,,,Vantage Capital LLC,Operations,Outlook Copilot,Training,P3-Medium,In Progress,Onboarding documentation out of date - reflects pre-GA feature set,Under investigation,,No,No,AGT-106
TKT-10267,2024-09-09,,,Apex Global Partners,HR,Copilot Chat,Performance,P3-Medium,Open,Teams meeting transcription processing queue backed up 2+ hours,Under investigation,,No,No,AGT-115
TKT-10268,2024-07-29,2024-07-31 00:00,53,Vantage Capital LLC,Sales,PowerPoint Copilot,API Error,P4-Low,Resolved,Plugin manifest validation errors blocking custom Copilot extension deployment,Rate limiting increased for enterprise tier; throttling configuration updated in gateway,5,No,No,AGT-118
TKT-10269,2024-10-17,,,Vantage Capital LLC,Sales,Excel Copilot,Login/Access,P4-Low,In Progress,MFA bypass not working for service accounts in Production environment,Under investigation,,No,No,AGT-102
TKT-10270,2024-08-30,,,Meridian Financial Group,Operations,Copilot Chat,Compliance,P3-Medium,In Progress,Retention policy not applied to Copilot-generated meeting summaries in Teams,Under investigation,,No,No,AGT-120
TKT-10271,2024-08-22,,,Apex Global Partners,Executive,Excel Copilot,Bug Report,P2-High,Open,Excel Copilot overwriting named ranges when inserting AI-generated formulas,Under investigation,,No,No,AGT-109
TKT-10272,2024-09-13,,,Cornerstone Dynamics,Legal,Teams Premium,API Error,P3-Medium,Open,Graph API returning 429 throttling errors on Copilot endpoint during batch jobs,Under investigation,,No,No,AGT-114
TKT-10273,2024-09-02,,,Apex Global Partners,Legal,Excel Copilot,Login/Access,P4-Low,In Progress,SAML token expiry causing session drops for users in APAC region,Under investigation,,No,No,AGT-113
TKT-10274,2024-10-05,2024-10-05 00:00,18,Cornerstone Dynamics,Legal,Word Copilot,Compliance,P2-High,Resolved,Data residency policy not enforced - EU tenant data routed through US datacenter,Configuration corrected; data residency verified; compliance team signed off; incident documented for SOC2 review,4,Yes,No,AGT-112
TKT-10275,2024-07-24,,,Cornerstone Dynamics,Sales,Copilot Chat,Compliance,P4-Low,In Progress,Audit log gaps in Copilot interaction history during December maintenance window,Under investigation,,No,Yes,AGT-118
TKT-10276,2024-11-04,2024-11-04 00:00,12,Vantage Capital LLC,Executive,Excel Copilot,Bug Report,P2-High,Resolved,Excel Copilot overwriting named ranges when inserting AI-generated formulas,Root cause identified in build 24.11.2; patch released; regression testing complete,4,No,No,AGT-105
TKT-10277,2024-07-12,,,Cornerstone Dynamics,Legal,Copilot Chat,API Error,P4-Low,In Progress,REST API call to Copilot summarization endpoint returning 503 intermittently,Under investigation,,No,Yes,AGT-104
TKT-10278,2024-12-24,,,Meridian Financial Group,Operations,Excel Copilot,Data Export,P3-Medium,In Progress,CSV export of AI-generated reports truncating fields over 32k characters,Under investigation,,No,No,AGT-109
TKT-10279,2024-12-18,2024-12-19 00:00,29,Cornerstone Dynamics,IT,Teams Premium,Performance,P3-Medium,Resolved,Excel Copilot formula generation stalling on sheets with 100k+ rows,Routing configuration updated; load balancing adjusted; performance restored to SLA within 4 hours,5,No,No,AGT-114
TKT-10280,2024-07-20,,,Meridian Financial Group,Finance,Word Copilot,Performance,P4-Low,Open,Large document summarization timing out on files over 50MB,Under investigation,,No,No,AGT-115
TKT-10281,2024-10-17,2024-10-17 00:00,7,Cornerstone Dynamics,Executive,Copilot Chat,Login/Access,P1-Critical,Resolved,Conditional Access policy blocking Copilot access for 47 users post-migration,Escalated to Azure AD team; conditional access policy updated; SSO re-validated across all tenants,2,No,No,AGT-103
TKT-10282,2024-10-06,,,Cornerstone Dynamics,HR,Excel Copilot,Performance,P2-High,In Progress,Large document summarization timing out on files over 50MB,Under investigation,,No,Yes,AGT-117
TKT-10283,2024-08-24,,,Apex Global Partners,Operations,Teams Premium,API Error,P1-Critical,In Progress,Webhook payload for Copilot events missing required fields per new schema version,Under investigation,,No,No,AGT-120
TKT-10284,2024-08-01,2024-08-06 00:00,122,Meridian Financial Group,IT,Excel Copilot,Compliance,P4-Low,Resolved,DLP policy not triggering when Copilot suggests including sensitive financial data,Configuration corrected; data residency verified; compliance team signed off; incident documented for SOC2 review,4,No,No,AGT-108
TKT-10285,2024-12-01,,,Apex Global Partners,Sales,PowerPoint Copilot,Billing,P3-Medium,In Progress,Invoice showing 340 Copilot licenses but only 287 assigned users active,Under investigation,,No,No,AGT-107
TKT-10286,2024-09-14,2024-09-14 00:00,14,Apex Global Partners,Legal,Word Copilot,Training,P3-Medium,Resolved,Onboarding documentation out of date - reflects pre-GA feature set,Custom training package scheduled; dedicated CSM assigned; delivery timeline confirmed,4,No,No,AGT-116
TKT-10287,2024-08-03,,,Meridian Financial Group,HR,Teams Premium,API Error,P2-High,Open,REST API call to Copilot summarization endpoint returning 503 intermittently,Under investigation,,Yes,No,AGT-118
TKT-10288,2024-07-18,2024-07-19 00:00,27,Meridian Financial Group,IT,PowerPoint Copilot,Data Export,P4-Low,Resolved,Audit log export missing Copilot interaction metadata for compliance review,Export API pagination issue resolved in latest build; hotfix deployed to production tenant,2,No,Yes,AGT-113
TKT-10289,2024-10-17,2024-10-19 00:00,59,Fortress Consulting,Executive,Word Copilot,Training,P3-Medium,Resolved,Need recorded training sessions for async delivery to global workforce,Custom training package scheduled; dedicated CSM assigned; delivery timeline confirmed,5,No,No,AGT-109
TKT-10290,2024-11-15,2024-11-17 00:00,49,Fortress Consulting,Finance,Excel Copilot,Performance,P3-Medium,Closed,Batch prompt processing degraded during end-of-quarter reporting window,Routing configuration updated; load balancing adjusted; performance restored to SLA within 4 hours,5,No,Yes,AGT-110
TKT-10291,2024-07-23,2024-07-28 00:00,135,Apex Global Partners,IT,Excel Copilot,Bug Report,P4-Low,Resolved,Copilot Chat losing conversation context after 45-minute idle period,Root cause identified in build 24.11.2; patch released; regression testing complete,5,No,Yes,AGT-110
TKT-10292,2024-08-11,2024-08-11 00:00,19,Apex Global Partners,Legal,Copilot Chat,Data Export,P2-High,Resolved,Bulk export of meeting recaps timing out for calls over 90 minutes,Export API pagination issue resolved in latest build; hotfix deployed to production tenant,4,Yes,No,AGT-106
TKT-10293,2024-07-08,2024-07-08 00:00,14,Cornerstone Dynamics,Legal,Copilot Chat,Feature Request,P2-High,Closed,Request for Copilot usage heatmap by department for quarterly business review,Added to product roadmap Q2 2025; customer success team to provide ETA confirmation,4,Yes,No,AGT-119
TKT-10294,2024-11-05,2024-11-06 00:00,29,Fortress Consulting,HR,Copilot Chat,Performance,P3-Medium,Resolved,Large document summarization timing out on files over 50MB,Routing configuration updated; load balancing adjusted; performance restored to SLA within 4 hours,4,No,Yes,AGT-119
TKT-10295,2024-07-04,2024-07-04 00:00,11,Fortress Consulting,IT,Copilot Chat,Performance,P2-High,Resolved,Excel Copilot formula generation stalling on sheets with 100k+ rows,Routing configuration updated; load balancing adjusted; performance restored to SLA within 4 hours,4,No,No,AGT-106
TKT-10296,2024-09-02,,,Vantage Capital LLC,Finance,Teams Premium,Login/Access,P3-Medium,In Progress,SAML token expiry causing session drops for users in APAC region,Under investigation,,No,No,AGT-103
TKT-10297,2024-08-15,,,Fortress Consulting,Legal,Copilot Chat,API Error,P3-Medium,Open,Graph API returning 429 throttling errors on Copilot endpoint during batch jobs,Under investigation,,No,No,AGT-103
TKT-10298,2024-11-19,2024-11-24 00:00,140,Cornerstone Dynamics,HR,Copilot Chat,Compliance,P4-Low,Resolved,Audit log gaps in Copilot interaction history during December maintenance window,Configuration corrected; data residency verified; compliance team signed off; incident documented for SOC2 review,4,No,No,AGT-110
TKT-10299,2024-08-20,2024-08-20 00:00,21,Cornerstone Dynamics,Sales,Word Copilot,API Error,P2-High,Resolved,Webhook payload for Copilot events missing required fields per new schema version,Rate limiting increased for enterprise tier; throttling configuration updated in gateway,1,Yes,No,AGT-101
TKT-10300,2024-12-16,,,Meridian Financial Group,HR,Copilot Chat,Integration,P3-Medium,In Progress,Bloomberg data feed disconnected from Excel Copilot after API version upgrade,Under investigation,,No,Yes,AGT-107
TKT-10301,2024-08-06,2024-08-09 00:00,95,Vantage Capital LLC,Operations,Copilot Chat,Training,P4-Low,Resolved,Request for admin-led prompt engineering workshop for Finance team leads,Custom training package scheduled; dedicated CSM assigned; delivery timeline confirmed,5,No,No,AGT-114
TKT-10302,2024-11-07,,,Meridian Financial Group,Sales,Copilot Chat,Feature Request,P3-Medium,In Progress,Require ability to restrict Copilot to approved document libraries only,Under investigation,,No,Yes,AGT-119
TKT-10303,2024-09-05,2024-09-05 00:00,14,Apex Global Partners,Finance,Teams Premium,API Error,P2-High,Closed,OAuth token refresh failing silently for background automation agents,Rate limiting increased for enterprise tier; throttling configuration updated in gateway,4,Yes,No,AGT-108
TKT-10304,2024-07-28,2024-07-30 00:00,63,Apex Global Partners,Executive,PowerPoint Copilot,Performance,P4-Low,Resolved,Large document summarization timing out on files over 50MB,Routing configuration updated; load balancing adjusted; performance restored to SLA within 4 hours,4,No,No,AGT-114
TKT-10305,2024-10-27,2024-10-28 00:00,41,Apex Global Partners,Operations,Teams Premium,Performance,P3-Medium,Resolved,Copilot response latency exceeding 8 seconds during peak trading hours 9-11am EST,Routing configuration updated; load balancing adjusted; performance restored to SLA within 4 hours,3,No,No,AGT-120
TKT-10306,2024-12-30,2024-12-30 00:00,11,Cornerstone Dynamics,Finance,Copilot Chat,Login/Access,P2-High,Resolved,Conditional Access policy blocking Copilot access for 47 users post-migration,Escalated to Azure AD team; conditional access policy updated; SSO re-validated across all tenants,4,No,No,AGT-109
TKT-10307,2024-11-20,,,Vantage Capital LLC,Executive,Word Copilot,Data Export,P1-Critical,Open,Audit log export missing Copilot interaction metadata for compliance review,Under investigation,,No,Yes,AGT-115
TKT-10308,2024-07-16,2024-07-19 00:00,80,Apex Global Partners,IT,Copilot Chat,Performance,P4-Low,Resolved,Large document summarization timing out on files over 50MB,Routing configuration updated; load balancing adjusted; performance restored to SLA within 4 hours,5,No,No,AGT-103
TKT-10309,2024-08-20,2024-08-22 00:00,64,Meridian Financial Group,IT,Copilot Chat,API Error,P3-Medium,Resolved,Graph API returning 429 throttling errors on Copilot endpoint during batch jobs,Rate limiting increased for enterprise tier; throttling configuration updated in gateway,5,No,No,AGT-104
TKT-10310,2024-10-19,2024-10-24 00:00,125,Meridian Financial Group,Finance,PowerPoint Copilot,Login/Access,P4-Low,Closed,SSO integration failing for Azure AD federated users after tenant policy update,Escalated to Azure AD team; conditional access policy updated; SSO re-validated across all tenants,4,No,No,AGT-106
TKT-10311,2024-10-23,2024-10-23 00:00,8,Apex Global Partners,HR,Teams Premium,Feature Request,P2-High,Resolved,Need multilingual support for Copilot prompts in Japanese and German,Added to product roadmap Q2 2025; customer success team to provide ETA confirmation,5,No,No,AGT-110
TKT-10312,2024-07-23,2024-07-24 00:00,43,Fortress Consulting,Operations,Copilot Chat,Compliance,P3-Medium,Closed,Copilot responses referencing documents outside user information barrier group,Configuration corrected; data residency verified; compliance team signed off; incident documented for SOC2 review,4,No,No,AGT-108
TKT-10313,2024-09-30,,,Vantage Capital LLC,Executive,Outlook Copilot,Training,P4-Low,Open,Onboarding documentation out of date - reflects pre-GA feature set,Under investigation,,No,No,AGT-119
TKT-10314,2024-09-20,2024-09-21 00:00,36,Cornerstone Dynamics,Finance,Copilot Chat,Training,P3-Medium,Resolved,Request to set up internal Center of Excellence with certified prompt library,Custom training package scheduled; dedicated CSM assigned; delivery timeline confirmed,2,No,No,AGT-117
TKT-10315,2024-09-02,2024-09-05 00:00,85,Apex Global Partners,Finance,Copilot Chat,Feature Request,P4-Low,Resolved,Need multilingual support for Copilot prompts in Japanese and German,Added to product roadmap Q2 2025; customer success team to provide ETA confirmation,5,No,Yes,AGT-108
TKT-10316,2024-08-15,,,Vantage Capital LLC,HR,Excel Copilot,API Error,P4-Low,Open,OAuth token refresh failing silently for background automation agents,Under investigation,,No,No,AGT-119
TKT-10317,2024-08-06,2024-08-13 00:00,168,Cornerstone Dynamics,Sales,PowerPoint Copilot,Login/Access,P4-Low,Resolved,Conditional Access policy blocking Copilot access for 47 users post-migration,Escalated to Azure AD team; conditional access policy updated; SSO re-validated across all tenants,5,No,No,AGT-116
TKT-10318,2024-07-06,2024-07-06 00:00,20,Apex Global Partners,Sales,Excel Copilot,Login/Access,P2-High,Closed,SSO integration failing for Azure AD federated users after tenant policy update,Escalated to Azure AD team; conditional access policy updated; SSO re-validated across all tenants,4,Yes,No,AGT-107
TKT-10319,2024-07-16,2024-07-16 00:00,10,Apex Global Partners,Executive,Teams Premium,Data Export,P3-Medium,Resolved,Bulk export of meeting recaps timing out for calls over 90 minutes,Export API pagination issue resolved in latest build; hotfix deployed to production tenant,5,No,No,AGT-104
TKT-10320,2024-12-17,,,Meridian Financial Group,HR,Outlook Copilot,Training,P4-Low,Open,Request for admin-led prompt engineering workshop for Finance team leads,Under investigation,,No,No,AGT-110
TKT-10321,2024-12-11,,,Apex Global Partners,Legal,Word Copilot,Feature Request,P2-High,In Progress,Request for Copilot usage heatmap by department for quarterly business review,Under investigation,,Yes,No,AGT-118
TKT-10322,2024-08-14,2024-08-19 00:00,120,Apex Global Partners,Legal,PowerPoint Copilot,API Error,P4-Low,Resolved,OAuth token refresh failing silently for background automation agents,Rate limiting increased for enterprise tier; throttling configuration updated in gateway,3,No,Yes,AGT-119
TKT-10323,2024-12-02,,,Fortress Consulting,IT,Excel Copilot,Bug Report,P4-Low,Open,Word Copilot rewrite function stripping tracked changes without user confirmation,Under investigation,,No,No,AGT-104
TKT-10324,2024-09-20,,,Meridian Financial Group,Finance,Teams Premium,Compliance,P2-High,In Progress,Data residency policy not enforced - EU tenant data routed through US datacenter,Under investigation,,No,No,AGT-115
TKT-10325,2024-09-28,2024-09-29 00:00,40,Apex Global Partners,Legal,Copilot Chat,Login/Access,P3-Medium,Resolved,SSO integration failing for Azure AD federated users after tenant policy update,Escalated to Azure AD team; conditional access policy updated; SSO re-validated across all tenants,2,No,No,AGT-114
TKT-10326,2024-11-17,2024-11-22 00:00,120,Vantage Capital LLC,Operations,Teams Premium,Data Export,P4-Low,Resolved,Power BI connector not surfacing Copilot usage analytics for governance team,Export API pagination issue resolved in latest build; hotfix deployed to production tenant,5,No,No,AGT-108
TKT-10327,2024-09-20,2024-09-21 00:00,41,Meridian Financial Group,HR,Copilot Chat,Data Export,P3-Medium,Resolved,Copilot-generated analysis not retaining formatting when exported to SharePoint,Export API pagination issue resolved in latest build; hotfix deployed to production tenant,4,No,No,AGT-106
TKT-10328,2024-12-05,,,Meridian Financial Group,HR,PowerPoint Copilot,Performance,P3-Medium,In Progress,Copilot response latency exceeding 8 seconds during peak trading hours 9-11am EST,Under investigation,,No,No,AGT-106
TKT-10329,2024-09-23,2024-09-26 00:00,76,Apex Global Partners,IT,Copilot Chat,API Error,P4-Low,Resolved,REST API call to Copilot summarization endpoint returning 503 intermittently,Rate limiting increased for enterprise tier; throttling configuration updated in gateway,5,No,No,AGT-109
TKT-10330,2024-11-24,2024-11-26 00:00,70,Meridian Financial Group,IT,Word Copilot,Billing,P3-Medium,Resolved,Invoice showing 340 Copilot licenses but only 287 assigned users active,Billing team issued corrected invoice; credit applied to next billing cycle; account reconciled,4,No,No,AGT-103
TKT-10331,2024-07-25,2024-07-26 00:00,30,Fortress Consulting,Operations,Excel Copilot,Billing,P4-Low,Resolved,Monthly usage overage charge on account despite license pool not exhausted,Billing team issued corrected invoice; credit applied to next billing cycle; account reconciled,5,No,Yes,AGT-116
TKT-10332,2024-12-17,2024-12-18 00:00,41,Vantage Capital LLC,Operations,Word Copilot,Performance,P3-Medium,Resolved,Batch prompt processing degraded during end-of-quarter reporting window,Routing configuration updated; load balancing adjusted; performance restored to SLA within 4 hours,4,No,No,AGT-113
TKT-10333,2024-10-28,2024-10-28 00:00,12,Meridian Financial Group,HR,Word Copilot,Feature Request,P2-High,Resolved,Request for Copilot usage heatmap by department for quarterly business review,Added to product roadmap Q2 2025; customer success team to provide ETA confirmation,5,No,No,AGT-104
TKT-10334,2024-08-28,2024-08-28 00:00,15,Fortress Consulting,Operations,PowerPoint Copilot,Performance,P3-Medium,Closed,Batch prompt processing degraded during end-of-quarter reporting window,Routing configuration updated; load balancing adjusted; performance restored to SLA within 4 hours,4,No,No,AGT-116
TKT-10335,2024-10-10,,,Vantage Capital LLC,HR,Copilot Chat,API Error,P4-Low,Open,Plugin manifest validation errors blocking custom Copilot extension deployment,Under investigation,,No,No,AGT-119
TKT-10336,2024-08-24,2024-08-24 00:00,10,Vantage Capital LLC,Finance,Excel Copilot,API Error,P2-High,Resolved,Graph API returning 429 throttling errors on Copilot endpoint during batch jobs,Rate limiting increased for enterprise tier; throttling configuration updated in gateway,4,No,No,AGT-107
TKT-10337,2024-07-18,2024-07-19 00:00,46,Cornerstone Dynamics,HR,Outlook Copilot,Data Export,P4-Low,Closed,Bulk export of meeting recaps timing out for calls over 90 minutes,Export API pagination issue resolved in latest build; hotfix deployed to production tenant,4,No,No,AGT-109
TKT-10338,2024-12-07,2024-12-09 00:00,61,Meridian Financial Group,Executive,Outlook Copilot,Training,P3-Medium,Resolved,Onboarding documentation out of date - reflects pre-GA feature set,Custom training package scheduled; dedicated CSM assigned; delivery timeline confirmed,3,No,No,AGT-119
TKT-10339,2024-07-26,,,Meridian Financial Group,IT,PowerPoint Copilot,API Error,P4-Low,Open,OAuth token refresh failing silently for background automation agents,Under investigation,,No,No,AGT-109
TKT-10340,2024-07-10,2024-07-11 00:00,30,Fortress Consulting,Sales,Word Copilot,Bug Report,P3-Medium,Resolved,Copilot Chat losing conversation context after 45-minute idle period,Root cause identified in build 24.11.2; patch released; regression testing complete,3,No,No,AGT-113
TKT-10341,2024-07-13,2024-07-15 00:00,68,Cornerstone Dynamics,Legal,Excel Copilot,Login/Access,P3-Medium,Resolved,SAML token expiry causing session drops for users in APAC region,Escalated to Azure AD team; conditional access policy updated; SSO re-validated across all tenants,1,No,No,AGT-110
TKT-10342,2024-08-04,,,Meridian Financial Group,Executive,Excel Copilot,Billing,P4-Low,In Progress,Enterprise agreement discount not applied to Q4 renewal invoice,Under investigation,,No,No,AGT-109
TKT-10343,2024-08-24,,,Meridian Financial Group,Finance,Word Copilot,Bug Report,P3-Medium,In Progress,Copilot Chat losing conversation context after 45-minute idle period,Under investigation,,No,No,AGT-112
TKT-10344,2024-12-29,2025-01-01 00:00,72,Apex Global Partners,IT,Teams Premium,Login/Access,P3-Medium,Closed,MFA bypass not working for service accounts in Production environment,Escalated to Azure AD team; conditional access policy updated; SSO re-validated across all tenants,5,No,No,AGT-119
